session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,language,country_of_origin,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_061141,user_04193,movie_0587,2024-05-20,Desktop,29.9,61.2,stopped,HD,USA,False,R,william30@example.net,Peter,Floyd,54.0,Female,USA,New York,Gonzalezmouth,Premium,2024-01-29,True,1.49,Gaming Console,3.0,2025-06-18 00:01:39.208689,A Quest,Stand-up Comedy,Family,,2020,51.0,English,India,,,,,False,2022-05-14,False
session_049650,user_01352,movie_0119,2024-09-05,Desktop,50.9,29.6,started,HD,Canada,True,G,sancheztyler@example.org,David,Ruiz,40.0,Male,USA,New York,North Joshuachester,Premium,2025-06-17,True,20.98,Gaming Console,,2024-04-03 05:11:26.089684,Little Warrior,Documentary,Action,Adventure,2019,98.0,Hindi,South Korea,,,,,False,2025-07-26,True
session_089399,user_08482,movie_0772,2024-06-05,Mobile,36.6,34.7,completed,4K,Canada,False,PG-13,robertsmichael@example.org,Craig,Foley,23.0,Female,Canada,Saskatchewan,West Monique,Standard,2024-11-16,True,13.56,Laptop,1.0,2022-09-02 05:24:48.850631,The Story,Documentary,Thriller,Fantasy,2012,101.0,English,France,,,,,True,2023-09-03,False
session_020274,user_07117,movie_0642,2024-10-28,Laptop,23.9,10.4,paused,HD,USA,False,3.0,vvilla@example.net,Jason,Barber,33.0,Male,USA,Maryland,Perkinsville,Premium,2023-04-15,True,13.4,Smart TV,4.0,2025-02-21 05:50:00.078743,Hero Dragon,Limited Series,Romance,,2011,20.0,Italian,Canada,,,3.0,37.0,True,2021-04-26,True
session_005415,user_06672,movie_0053,2024-07-22,Mobile,35.3,56.3,paused,4K,USA,False,3.0,hvelez@example.org,Natalie,Cox,33.0,Female,USA,California,West Michael,Standard,2025-01-05,True,10.46,Tablet,2.0,2024-01-29 15:16:02.038567,Princess City,Documentary,History,,2018,90.0,English,Canada,,,,,False,2022-02-28,False
session_088148,user_04720,movie_0612,2024-05-13,Mobile,126.7,39.1,completed,4K,USA,False,2.0,zclark@example.net,Jeremy,Jones,37.0,Prefer not to say,USA,Tennessee,South Ashleystad,Standard,2025-05-25,False,18.85,Desktop,2.0,2024-05-27 14:11:02.656947,Kingdom Empire,Movie,Music,Mystery,2009,66.0,English,USA,2775406.0,18385689.0,,,True,2021-12-19,True
session_008861,user_08379,movie_0729,2025-08-06,Desktop,51.75,61.2,paused,HD,USA,False,PG-13,ljames@example.org,Erin,Hunter,40.0,Female,USA,Michigan,North Dominiqueville,Premium,2023-10-28,True,16.96,Gaming Console,2.0,2024-05-26 11:02:08.810729,Big Mission,Limited Series,Sci-Fi,Thriller,2011,47.0,English,Canada,,,5.0,109.0,True,2022-02-03,False
session_009897,user_04054,movie_0377,2025-01-10,Laptop,53.5,44.4,stopped,HD,USA,False,NC-17,randallaustin@example.com,Jimmy,Edwards,34.0,Female,USA,Indiana,West Chad,Premium,2025-06-10,True,10.31,Gaming Console,1.0,2024-05-07 12:30:00.997237,Ice Journey,Movie,Animation,,2016,105.0,Japanese,USA,4268594.0,3435870.0,,,False,2024-10-10,False
session_003608,user_01152,movie_0924,2024-03-21,Laptop,37.5,54.7,stopped,SD,USA,False,PG,christinadavis@example.org,George,Rodriguez,32.0,Male,USA,Florida,Lake Williamland,Premium+,2024-01-27,True,17.09,Gaming Console,,2022-12-12 12:03:32.347067,Fire King,TV Series,Drama,,2022,64.0,Spanish,USA,,,1.0,98.0,False,2021-07-22,False
session_043636,user_01493,movie_0210,2024-11-10,Desktop,51.0,93.0,paused,4K,Canada,False,3.0,anna23@example.com,Tara,Bishop,47.0,Male,Canada,Quebec,Andrewview,Basic,2024-11-11,True,11.42,Mobile,4.0,2024-07-10 14:11:18.101055,Princess Kingdom,Movie,Sport,,2018,83.0,German,Canada,2206961.0,,,,False,2022-02-15,False
session_043636,user_01493,movie_0210,2024-11-10,Desktop,51.0,93.0,paused,4K,Canada,False,3.0,anna23@example.com,Tara,Bishop,47.0,Male,Canada,Quebec,Andrewview,Basic,2024-11-11,True,11.42,Mobile,4.0,2024-07-10 14:11:18.101055,Princess Kingdom,Movie,Sport,,2018,83.0,German,Canada,2206961.0,,,,False,2022-02-15,False
session_073952,user_03108,movie_0395,2025-05-04,Desktop,2.7,58.0,started,HD,USA,False,2.0,sharon70@example.org,Jason,Schneider,31.0,Other,USA,Arizona,East Markbury,Basic,2023-05-30,True,12.56,Desktop,,2024-01-01 04:55:31.079785,Princess Queen,Stand-up Comedy,Family,Drama,2022,36.0,English,USA,,,,,False,2024-04-04,False
session_000851,user_05623,movie_0254,2024-02-08,Tablet,107.4,82.1,completed,4K,USA,False,4.0,bonniemiranda@example.org,James,Frazier,44.0,Other,USA,Maryland,North Veronicaland,Standard,2023-09-05,True,29.33,Tablet,1.0,2022-09-10 21:01:18.175417,Empire Mystery,TV Series,Drama,,2024,38.0,English,Japan,,,3.0,84.0,False,2021-09-19,False
session_051456,user_00520,movie_0699,2024-05-04,Tablet,25.3,5.5,paused,HD,Canada,False,PG,benjamin24@example.org,Morgan,Day,26.0,Female,USA,New York,New Darren,Basic,2024-06-25,True,38.8,Tablet,3.0,2023-07-24 16:47:11.950845,Our King,TV Series,Western,Family,2007,22.0,English,Canada,,,4.0,151.0,False,2022-07-22,False
session_068735,user_06082,movie_0904,2025-07-15,Mobile,63.9,84.6,started,Ultra HD,USA,False,PG-13,littlewarren@example.net,Tiffany,Rivas,47.0,Prefer not to say,Canada,Nova Scotia,Jillview,Premium,2024-07-24,False,22.26,Desktop,2.0,2023-11-28 21:26:39.245570,Battle Mission,Movie,Biography,,2007,106.0,Hindi,USA,15460729.0,12117921.0,,,False,2023-07-20,False
session_019176,user_00882,movie_0825,2025-08-10,Desktop,39.6,49.4,stopped,4K,Canada,False,TV-Y7,donna54@example.org,Jessica,Weber,28.0,Male,Canada,Saskatchewan,Clarkchester,Premium,2024-06-09,False,23.46,Smart TV,2.0,2024-11-26 08:49:47.957938,Warrior Story,Movie,Romance,,2008,131.0,Spanish,USA,2565082.0,6970808.0,,,True,2020-09-28,False
session_045770,user_03652,movie_0239,2024-10-22,Laptop,50.9,11.9,started,HD,USA,False,4.0,zblack@example.net,Lisa,Santana,28.0,Male,Canada,Saskatchewan,Gambleland,Basic,2023-11-08,True,1.48,Desktop,5.0,2024-05-09 12:38:34.960844,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79.0,Italian,USA,,,,,False,2022-10-17,False
session_047813,user_07485,movie_0220,2024-12-21,Desktop,140.5,18.4,stopped,SD,USA,False,TV-MA,xjacobs@example.net,Scott,Howard,19.0,Female,Canada,Newfoundland and Labrador,Colonbury,Premium+,2025-05-30,True,13.37,Mobile,,2024-02-14 23:21:59.348318,An War,TV Series,Comedy,History,2009,47.0,French,Germany,,,9.0,40.0,False,2022-02-21,False
session_085463,user_04742,movie_0702,2024-10-13,Smart TV,39.0,81.9,started,4K,USA,False,TV-MA,ujames@example.net,Brandy,Rodriguez,14.0,Female,USA,Illinois,Kaneborough,Standard,2023-01-17,True,18.69,Gaming Console,3.0,2024-10-22 15:25:47.472424,Mystery Legend,Movie,Fantasy,,2007,87.0,German,UK,55259167.0,210763420.0,,,False,2021-09-30,False
session_051583,user_02710,movie_0724,2024-06-19,Desktop,45.0,50.0,completed,HD,USA,False,NC-17,lwhite@example.org,Candice,Farmer,38.0,Prefer not to say,Canada,Prince Edward Island,West John,Standard,2022-10-18,False,6.62,Laptop,,2023-07-31 00:58:26.056150,War Story,TV Series,War,,2017,26.0,English,USA,,,6.0,93.0,False,2022-01-24,False
session_044488,user_04104,movie_0004,2024-07-12,Smart TV,95.5,61.4,completed,Ultra HD,USA,True,NC-17,zimmermanmichelle@example.net,Jacob,Mills,51.0,Female,USA,Pennsylvania,South Jason,Standard,2022-08-10,False,35.68,Smart TV,5.0,2023-06-22 03:36:55.300967,Our Princess,Documentary,Sci-Fi,,2011,131.0,Japanese,USA,,,,,False,2022-11-26,False
session_012459,user_04930,movie_0611,2025-01-09,Mobile,49.4,49.3,started,HD,USA,False,TV-Y7,yprice@example.com,Patricia,Wilkinson,47.0,Female,USA,Indiana,Beardview,Premium,2025-06-16,True,37.23,Mobile,2.0,2023-03-06 12:33:30.499516,Big Adventure,Movie,Documentary,Fantasy,2017,126.0,English,USA,2250753.0,170972649.0,,,False,2023-07-31,False
session_077728,user_01273,movie_0547,2025-08-25,Tablet,39.9,99.4,stopped,HD,USA,False,PG,xcrane@example.net,Kenneth,Boyer,36.0,Male,USA,Indiana,North Scott,Premium,2023-06-15,False,6.28,Laptop,1.0,2025-01-20 17:02:51.064945,Fire Mission,TV Series,History,,2011,55.0,Italian,South Korea,,,8.0,41.0,True,2025-07-30,False
session_060747,user_09994,movie_0658,2024-08-22,Smart TV,22.1,89.0,paused,HD,USA,False,3.0,wpierce@example.org,Ronald,Berry,33.0,Female,USA,Illinois,New Paulfort,Standard,2025-01-02,False,1.0,Mobile,5.0,2025-06-07 15:33:27.546398,Empire Love,TV Series,Mystery,,2010,51.0,Japanese,USA,,,5.0,58.0,False,2023-09-05,True
session_034767,user_09016,movie_0663,2024-06-12,Mobile,62.7,42.4,started,SD,USA,False,G,ellendavis@example.org,Vincent,Nelson,40.0,Male,Canada,Saskatchewan,Jonesshire,Premium,2024-01-24,False,7.04,Desktop,3.0,2024-09-01 10:41:46.903911,Phoenix Legend,Limited Series,Biography,,2008,32.0,English,South Korea,,,,23.0,True,2025-05-16,False
session_008517,user_02878,movie_0709,2024-12-09,Laptop,53.5,79.4,completed,4K,USA,False,TV-PG,jilltorres@example.org,William,Rush,55.0,Other,Canada,British Columbia,East Catherinefort,Standard,2023-11-05,True,35.96,Mobile,2.0,2023-11-10 06:06:27.032364,Kingdom Princess,Movie,Sci-Fi,,2011,109.0,English,UK,,250370.0,,,False,2022-10-06,False
session_093875,user_07016,movie_0165,2024-02-18,Tablet,69.1,81.4,completed,HD,Canada,False,G,roger39@example.com,Sara,Rocha,58.0,Male,Canada,Quebec,North Kimberlyville,Basic,2023-07-12,True,47.3,Gaming Console,6.0,2023-01-27 20:49:10.646766,Bright Day,Movie,Action,Sci-Fi,2018,91.0,English,Germany,456624.0,82210.0,,,False,2023-11-21,False
session_004815,user_00076,movie_0316,2024-07-07,Tablet,89.4,91.2,completed,4K,Canada,False,NC-17,susanhayes@example.com,William,Williams,26.0,Male,Canada,Nova Scotia,Warrenburgh,Standard,2023-09-14,True,13.91,Tablet,2.0,2023-10-01 13:41:38.272698,Mystery Kingdom,Movie,History,,2018,119.0,Hindi,USA,,,,,False,2024-03-25,False
session_041452,user_06072,movie_0934,2025-09-28,Tablet,38.8,71.2,started,SD,Canada,True,2.0,kevin44@example.net,Amanda,Tran,42.0,Male,Canada,Saskatchewan,South Holly,Standard,2022-12-12,True,8.85,Laptop,,2025-01-25 22:36:07.510833,Kingdom House,TV Series,Comedy,,2018,23.0,English,Canada,,,2.0,22.0,True,2021-03-02,True
session_041452,user_06072,movie_0934,2025-09-28,Tablet,38.8,71.2,started,SD,Canada,True,2.0,kevin44@example.net,Amanda,Tran,42.0,Male,Canada,Saskatchewan,South Holly,Standard,2022-12-12,True,8.85,Laptop,,2025-01-25 22:36:07.510833,Kingdom House,TV Series,Comedy,,2018,23.0,English,Canada,,,2.0,22.0,True,2021-03-02,True
session_077489,user_04527,movie_0009,2025-06-28,Mobile,53.0,40.4,completed,HD,USA,False,PG,lawrence81@example.com,Rachel,Hall,35.0,Female,USA,Georgia,Port Tracihaven,Premium,2023-07-18,True,20.78,Laptop,7.0,2023-02-21 01:21:06.268360,Dragon Empire,Movie,Biography,,2013,123.0,Spanish,USA,,,,,False,2024-05-09,False
session_069295,user_09859,movie_0555,2024-09-23,Smart TV,28.1,51.5,stopped,4K,Canada,False,R,richard24@example.net,Pamela,Ball,15.0,Male,USA,Indiana,Knoxburgh,Premium,2023-01-14,True,13.21,Tablet,1.0,2022-09-07 15:45:29.959286,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,English,Germany,,,,141.0,False,2025-04-06,True
session_069295,user_09859,movie_0555,2024-09-23,Smart TV,28.1,51.5,stopped,4K,Canada,False,R,richard24@example.net,Pamela,Ball,15.0,Male,USA,Indiana,Knoxburgh,Premium,2023-01-14,True,13.21,Tablet,1.0,2022-09-07 15:45:29.959286,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,English,Germany,,,,141.0,False,2025-04-06,True
session_015615,user_00239,movie_0954,2025-10-15,Tablet,16.0,89.0,started,HD,Canada,False,PG,davisdonna@example.net,Penny,Boyd,49.0,Male,USA,Texas,Lake Alyssabury,Standard,2024-12-14,True,13.56,Desktop,3.0,2023-08-22 03:21:26.338236,Mission Adventure,Movie,Comedy,,2020,151.0,German,USA,479995.0,31220059.0,,,True,2020-10-20,False
session_094341,user_03921,movie_0432,2024-02-14,Laptop,59.7,89.6,started,HD,USA,True,R,iibarra@example.com,Denise,Shah,58.0,Male,Canada,Alberta,Lake Jeffreychester,Premium+,2024-04-30,True,18.5,Desktop,3.0,2023-11-19 05:25:16.700345,Love Journey,Limited Series,Animation,,2019,60.0,French,USA,,,,29.0,True,2021-04-26,False
session_031906,user_08797,movie_0623,2024-01-28,Tablet,158.6,84.5,paused,SD,USA,True,PG,esteskelsey@example.org,Lauren,Martin,22.0,Male,USA,Missouri,North Andrew,Basic,2025-02-26,True,3.44,Gaming Console,2.0,2024-10-01 22:20:01.740662,Family Day,Stand-up Comedy,Family,,2013,54.0,English,USA,,,,,False,2023-08-08,False
session_019873,user_06768,movie_0077,2024-07-16,Desktop,30.5,53.3,completed,HD,USA,True,5.0,austin35@example.com,Bradley,Snyder,38.0,Female,USA,Florida,Port Kyle,Standard,2025-04-27,True,10.12,Smart TV,2.0,2023-01-24 03:52:10.244406,Our Battle,TV Series,War,History,2018,26.0,English,USA,,,5.0,95.0,True,2024-12-03,False
session_076866,user_09687,movie_0659,2025-05-06,Tablet,47.6,70.3,stopped,HD,USA,True,TV-14,jallen@example.net,Jose,Black,36.0,Female,USA,Michigan,Wilkersonstad,Basic,2024-11-13,True,13.55,Tablet,,2023-11-05 16:36:47.745631,Little Night,TV Series,Sci-Fi,,2009,40.0,English,USA,,,3.0,171.0,True,2025-06-01,False
session_039473,user_05210,movie_0682,2024-02-26,Tablet,97.3,85.0,completed,4K,USA,False,G,dixonomar@example.org,Bruce,Hernandez,30.0,Prefer not to say,USA,North Carolina,Acostafort,Premium,2023-11-27,True,11.67,Desktop,3.0,2022-10-10 15:58:23.774669,Old Queen,Movie,Romance,,2013,111.0,English,South Korea,2615689.0,,,,True,2020-11-11,True
session_039473,user_05210,movie_0682,2024-02-26,Tablet,97.3,85.0,completed,4K,USA,False,G,dixonomar@example.org,Bruce,Hernandez,30.0,Prefer not to say,USA,North Carolina,Acostafort,Premium,2023-11-27,True,11.67,Desktop,3.0,2022-10-10 15:58:23.774669,Old Queen,Movie,Romance,,2013,111.0,English,South Korea,2615689.0,,,,True,2020-11-11,True
session_081934,user_03376,movie_0709,2025-10-23,Smart TV,56.7,79.5,completed,SD,Canada,False,TV-PG,johnspatrick@example.com,Tony,Bell,53.0,Other,USA,Michigan,Bowmanfurt,Premium,2025-04-29,True,6.27,Desktop,,2025-04-20 08:06:52.993729,Kingdom Princess,Movie,Sci-Fi,,2011,109.0,English,UK,,250370.0,,,False,2022-10-06,False
session_068056,user_00216,movie_0333,2024-02-13,Smart TV,45.8,56.9,completed,HD,USA,True,TV-14,jasonklein@example.net,Samantha,Zavala,29.0,Male,USA,Massachusetts,Jenniferstad,Basic,2024-05-01,True,16.65,Laptop,,2024-08-10 20:27:43.018639,The Dream,Movie,Action,,2019,72.0,Korean,USA,3004314.0,,,,True,2020-11-09,False
session_015588,user_02440,movie_0122,2025-01-14,Desktop,67.6,15.3,paused,4K,USA,False,TV-MA,patriciamoore@example.net,Michael,Hamilton,46.0,Male,USA,Indiana,Jeremyborough,Standard,2022-08-31,True,8.03,Mobile,5.0,2024-09-19 07:31:10.055269,Little Queen,Movie,History,,2019,125.0,English,USA,9321651.0,5551808.0,,,False,2024-08-01,False
session_093263,user_01552,movie_0279,2025-10-23,Mobile,73.3,95.6,completed,HD,Canada,False,TV-Y,burnsshawn@example.org,Joseph,Rasmussen,22.0,Male,USA,Tennessee,Loriborough,Standard,2022-10-22,True,20.62,Gaming Console,1.0,2022-09-23 17:02:23.374297,My Adventure,TV Series,War,Sport,2011,53.0,English,USA,,,13.0,77.0,False,2022-06-21,True
session_063570,user_08539,movie_0724,2025-10-25,Laptop,23.4,57.7,completed,HD,USA,False,NC-17,travis99@example.com,Theodore,Ross,45.0,Female,USA,Arizona,North Brittany,Standard,2023-04-10,True,37.32,Tablet,2.0,2024-10-05 12:24:44.704575,War Story,TV Series,War,,2017,26.0,English,USA,,,6.0,93.0,False,2022-01-24,False
session_065126,user_06459,movie_0285,2024-02-25,Smart TV,138.6,29.5,started,HD,USA,False,2.0,margaret53@example.com,Kirsten,Schultz,32.0,Male,USA,Washington,North Matthewtown,Premium,2023-08-06,False,15.27,Tablet,2.0,2025-07-17 02:23:05.111105,Dragon Dragon,Documentary,Horror,,2024,85.0,English,South Korea,,,,,False,2023-10-13,False
session_098287,user_07738,movie_0793,2025-07-28,Desktop,5.6,56.9,paused,HD,Canada,False,TV-Y7,mark28@example.com,Jeanette,Jackson,26.0,Male,USA,Arizona,Fishermouth,Premium,2025-03-15,False,5.67,Desktop,2.0,2024-10-24 03:26:47.331915,Bright Secret,TV Series,Sport,,2022,36.0,Spanish,USA,,,4.0,69.0,True,2022-11-17,False
session_086590,user_06661,movie_0906,2025-11-18,Tablet,31.0,49.4,stopped,SD,USA,False,PG-13,foxbruce@example.com,Steven,Martinez,49.0,Male,USA,Ohio,Lake Danielle,Premium+,2023-05-07,True,13.4,Laptop,5.0,2024-09-23 20:41:31.502612,Mystery Mystery,Movie,Fantasy,Western,2018,93.0,English,USA,2480786.0,,,,True,2023-06-07,False
session_027013,user_07575,movie_0788,2025-06-19,Tablet,61.2,62.7,stopped,4K,USA,False,TV-Y7,zacosta@example.net,Sara,Miller,27.0,Female,USA,New Jersey,East Josephmouth,Premium,2024-02-11,True,11.33,Tablet,4.0,2024-01-16 23:05:06.192807,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44.0,Spanish,South Korea,,,,,True,2021-10-10,False
session_027013,user_07575,movie_0788,2025-06-19,Tablet,61.2,62.7,stopped,4K,USA,False,TV-Y7,zacosta@example.net,Sara,Miller,27.0,Female,USA,New Jersey,East Josephmouth,Premium,2024-02-11,True,11.33,Tablet,4.0,2024-01-16 23:05:06.192807,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44.0,Spanish,South Korea,,,,,True,2021-10-10,False
session_043638,user_09768,movie_0379,2024-11-05,Mobile,51.7,63.0,started,HD,USA,True,2.0,qscott@example.org,Ryan,Massey,17.0,Female,USA,North Carolina,East Angelafurt,Standard,2025-04-29,True,843.35,Desktop,1.0,2023-06-08 23:21:58.562498,Our Battle,TV Series,Horror,,2007,41.0,Japanese,South Korea,,,13.0,164.0,False,2021-03-23,False
session_043082,user_07566,movie_0618,2025-05-11,Smart TV,641.7,83.5,completed,HD,Canada,False,NC-17,estesmathew@example.com,Erika,Barnes,34.0,Male,Canada,Ontario,Lake Johnhaven,Premium,2025-04-24,False,5.99,Smart TV,4.0,2023-06-04 16:31:15.519309,First Kingdom,TV Series,War,Romance,2014,58.0,English,South Korea,,,1.0,152.0,False,2024-05-30,False
session_043082,user_07566,movie_0618,2025-05-11,Smart TV,641.7,83.5,completed,HD,Canada,False,NC-17,estesmathew@example.com,Erika,Barnes,34.0,Male,Canada,Ontario,Lake Johnhaven,Premium,2025-04-24,False,5.99,Smart TV,4.0,2023-06-04 16:31:15.519309,First Kingdom,TV Series,War,Romance,2014,58.0,English,South Korea,,,1.0,152.0,False,2024-05-30,False
session_052762,user_09538,movie_0167,2024-08-31,Smart TV,34.2,13.2,started,HD,USA,True,TV-MA,toddgilmore@example.com,Michael,Cardenas,39.0,Female,Canada,Prince Edward Island,New Brad,Premium,2023-09-22,True,15.23,Mobile,3.0,2023-05-16 02:50:11.988744,Battle Night,TV Series,Adventure,,2010,37.0,Italian,USA,,,9.0,178.0,False,2021-06-26,False
session_033099,user_01668,movie_0729,2024-12-26,Laptop,328.6,50.1,stopped,HD,USA,False,PG-13,cmata@example.com,Katie,Miller,34.0,Prefer not to say,USA,North Carolina,New Ashleystad,Premium,2025-04-27,True,18.97,Desktop,4.0,2024-12-24 10:42:56.414948,Big Mission,Limited Series,Sci-Fi,Thriller,2011,47.0,English,Canada,,,5.0,109.0,True,2022-02-03,False
session_042799,user_03352,movie_0546,2025-05-22,Laptop,40.1,68.7,paused,SD,USA,True,G,robertsheather@example.com,Nicholas,Jones,33.0,Male,Canada,Prince Edward Island,West Richardbury,Premium,2025-03-22,True,32.76,Mobile,,2023-11-26 17:51:23.699657,New Queen,Movie,Adventure,Sport,2011,100.0,Korean,Canada,27001846.0,1247942.0,,,False,2024-04-18,False
session_005400,user_08891,movie_0720,2024-09-11,Laptop,22.7,50.1,stopped,4K,USA,True,PG-13,brittanythompson@example.com,Joshua,Frye,38.0,Female,USA,Virginia,Bondtown,Standard,2023-10-23,True,8.25,Desktop,5.0,2022-09-14 15:22:11.713796,Legend War,Stand-up Comedy,Western,History,2007,80.0,English,USA,,,,,True,2023-11-07,False
session_079387,user_06349,movie_0432,2025-09-10,Mobile,113.5,22.4,completed,SD,Canada,False,4.0,nancy64@example.com,Crystal,Wall,26.0,Female,USA,Massachusetts,Emilyview,Standard,2024-06-18,True,17.13,Mobile,2.0,2022-10-07 09:35:46.126826,Love Journey,Limited Series,Animation,,2019,60.0,French,USA,,,,29.0,True,2021-04-26,False
session_074954,user_07010,movie_0865,2024-02-15,Smart TV,24.8,94.7,paused,HD,USA,True,R,langamanda@example.net,Justin,Pope,49.0,Male,Canada,Saskatchewan,Port Mauriceberg,Standard,2023-03-28,True,13.4,Desktop,6.0,2023-09-19 13:32:08.074735,Dark Mission,Movie,Sport,Biography,2022,118.0,French,USA,8577151.0,116808765.0,,,False,2025-06-04,False
session_071575,user_00551,movie_0793,2024-06-07,Smart TV,51.5,58.0,paused,4K,USA,False,TV-Y7,bankschristina@example.com,Tyler,Schultz,28.0,Male,USA,Ohio,Melissaborough,Standard,2024-11-30,True,14.9,Mobile,3.0,2022-12-06 12:45:35.447014,Bright Secret,TV Series,Sport,,2022,36.0,Spanish,USA,,,4.0,69.0,True,2022-11-17,False
session_074046,user_07795,movie_0657,2025-11-17,Tablet,24.1,95.5,started,4K,USA,False,5.0,yolanda79@example.net,Gregory,Farmer,33.0,Male,USA,Wisconsin,East Anthonyfurt,Premium,2024-03-20,True,2.4,Gaming Console,4.0,2024-02-06 15:57:49.359597,Battle Queen,Limited Series,Romance,,2014,52.0,English,South Korea,,,14.0,178.0,True,2024-08-04,False
session_000839,user_06892,movie_0553,2025-01-31,Desktop,24.5,2.9,completed,HD,Canada,False,2.0,antoniovalencia@example.org,Susan,Hall,52.0,Female,Canada,Quebec,West Donaldfurt,Basic,2024-12-17,True,13.56,Smart TV,3.0,2022-09-20 16:07:28.831151,Mystery City,Documentary,Music,,2010,93.0,English,Germany,,,,,True,2024-06-22,False
session_034296,user_00560,movie_0773,2024-09-04,Mobile,26.6,9.1,started,HD,USA,True,G,zhunt@example.org,Gerald,Hayden,49.0,Female,USA,Washington,Gabrielborough,Premium,2023-11-20,True,13.4,Tablet,3.0,2023-11-10 08:49:52.389015,Dragon Princess,TV Series,Mystery,,2022,42.0,English,USA,,,3.0,191.0,False,2022-12-10,False
session_021634,user_02544,movie_0192,2024-09-03,Mobile,26.0,71.5,stopped,4K,USA,False,PG,darin83@example.org,Stephen,Simpson,25.0,Male,USA,Virginia,West Catherine,Premium+,2024-06-30,True,21.88,Gaming Console,1.0,2025-05-07 07:33:13.399533,Family Queen,Movie,Comedy,Horror,2021,127.0,Korean,Canada,52114579.0,24037884.0,,,False,2020-09-10,False
session_026001,user_09885,movie_0150,2025-10-19,Mobile,34.6,0.3,paused,HD,USA,False,5.0,prichards@example.net,Samuel,King,33.0,Male,Canada,Saskatchewan,Smallport,Basic,2023-07-12,True,17.9,Mobile,4.0,2025-04-01 14:00:54.910708,Story Fire,Movie,Adventure,Sport,2013,157.0,English,Japan,28183154.0,26250908.0,,,False,2022-12-26,True
session_052389,user_08440,movie_0609,2024-02-03,Tablet,45.3,49.3,started,4K,USA,False,TV-G,mark14@example.org,Katie,Cooper,16.0,Male,USA,Virginia,Lake Tiffanystad,Standard,2023-05-19,True,13.4,Gaming Console,1.0,2025-04-11 00:54:13.161053,Old Family,Limited Series,Action,War,2018,43.0,Spanish,South Korea,,,5.0,182.0,False,2024-10-14,False
session_033976,user_06041,movie_0605,2024-06-08,Desktop,29.8,42.0,paused,4K,USA,False,PG,jennifer96@example.com,Lisa,Smith,41.0,Male,USA,Illinois,Willisfurt,Premium,2025-04-21,True,13.88,Tablet,2.0,2023-06-16 23:49:55.101037,An War,Movie,Romance,War,2014,138.0,English,South Korea,3696939.0,158596540.0,,,True,2024-09-07,False
session_015448,user_07903,movie_0664,2024-12-17,Tablet,36.2,40.9,paused,HD,Canada,True,TV-G,davenportcaitlin@example.net,Ashley,Edwards,18.0,Female,Canada,British Columbia,East Crystalchester,Standard,2023-09-17,False,56.65,Gaming Console,4.0,2023-06-24 17:02:24.688910,An Princess,Movie,History,Horror,2020,107.0,English,USA,65169386.0,16858783.0,,,False,2021-08-23,False
session_050096,user_07059,movie_0924,2024-10-03,Desktop,51.7,26.8,completed,HD,USA,False,3.0,silvamark@example.com,Anthony,Berg,45.0,Female,USA,Indiana,Port Michelleville,Premium,2025-05-13,False,14.26,Mobile,1.0,2023-05-31 07:38:26.316268,Fire King,TV Series,Drama,,2022,64.0,Spanish,USA,,,1.0,98.0,False,2021-07-22,False
session_011077,user_01292,movie_0231,2024-07-05,Laptop,14.1,71.4,paused,SD,USA,False,TV-Y,perryjessica@example.net,Stephanie,Mcfarland,20.0,Female,USA,North Carolina,Port Scottborough,Premium,2022-09-28,True,13.4,Mobile,4.0,2024-12-23 23:37:33.618773,Storm Quest,Limited Series,Mystery,,2020,36.0,German,South Korea,,,10.0,88.0,False,2025-06-19,False
session_040387,user_07538,movie_0609,2024-07-25,Tablet,140.7,4.6,paused,SD,USA,False,2.0,torresjonathon@example.org,Alexander,Brown,23.0,Male,USA,Arizona,North Alexton,Premium,2024-11-17,True,8.19,Laptop,1.0,2023-07-30 13:29:02.011316,Old Family,Limited Series,Action,War,2018,43.0,Spanish,South Korea,,,5.0,182.0,False,2024-10-14,False
session_005987,user_03086,movie_0165,2025-05-23,Tablet,23.5,43.7,paused,4K,Canada,False,G,brivers@example.net,Tammy,Lane,51.0,Male,Canada,Alberta,Port Scottstad,Standard,2023-04-16,True,2.34,Laptop,1.0,2025-01-31 14:42:06.758680,Bright Day,Movie,Action,Sci-Fi,2018,91.0,English,Germany,456624.0,82210.0,,,False,2023-11-21,False
session_044122,user_00816,movie_0066,2025-08-23,Smart TV,51.2,76.9,paused,HD,Canada,False,TV-14,vramos@example.com,Andrew,Harris,51.0,Female,USA,Virginia,Clarkehaven,Standard,2023-07-20,True,2.77,Mobile,5.0,2024-02-10 05:07:20.708695,Adventure King,Movie,Comedy,Romance,2013,104.0,English,Canada,4687811.0,26772080.0,,,False,2022-06-24,False
